OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
75,26,18,2,168.84,31.05,306.63
76,26,28,3,44.79,4.78,129.59
77,27,9,2,251.82,19.09,484.55
78,27,30,1,126.62,11.51,115.11
79,27,12,2,431.78,65.74,797.82
80,27,4,2,25.73,1.43,50.03
81,28,2,1,142.27,18.5,123.77
82,28,35,3,207.28,1.67,620.17
83,28,4,1,25.73,4.89,20.84
84,28,23,1,437.49,73.43,364.06
85,29,37,1,99.91,9.29,90.62
86,30,39,3,329.55,1.69,986.96
87,30,8,2,205.71,23.69,387.73
88,30,11,2,196.99,15.63,378.35
89,30,20,3,128.03,5.08,379.01
90,30,7,3,78.42,10.83,224.43
91,31,39,1,329.55,22.88,306.67
92,31,8,2,205.71,27.22,384.2
93,31,37,1,99.91,10.11,89.8
94,32,28,2,44.79,5.69,83.89
95,33,18,3,168.84,20.01,486.51
96,33,35,2,207.28,35.31,379.25
97,33,31,1,74.83,4.17,70.66
98,33,30,2,126.62,6.18,247.06
99,33,28,2,44.79,5.1,84.48
100,34,21,2,248.14,39.59,456.69
101,34,12,2,431.78,24.15,839.41
102,34,32,3,241.76,33.9,691.38
103,34,14,2,153.82,17.1,290.54
104,35,32,3,241.76,34.42,690.86
105,35,36,2,103.88,16.47,191.29
106,35,16,1,457.19,26.9,430.29
107,35,31,2,74.83,10.35,139.31
108,36,34,2,211.44,29.72,393.16
109,36,23,2,437.49,26.83,848.15
110,36,28,1,44.79,1.08,43.71
111,36,36,1,103.88,6.56,97.32
112,36,22,3,333.28,35.72,964.12
113,37,31,3,74.83,8.82,215.67
114,37,18,3,168.84,20.15,486.37
115,38,1,2,367.27,3.34,731.2
116,38,35,1,207.28,22.94,184.34
117,38,9,3,251.82,47.55,707.91
118,39,31,1,74.83,14.45,60.38
119,39,29,2,453.66,85.38,821.94
120,39,22,2,333.28,7.6,658.96
121,40,4,1,25.73,0.61,25.12
122,40,10,2,317.45,38.5,596.4
123,40,37,3,99.91,4.51,295.22
124,40,20,3,128.03,9.74,374.35
125,40,6,2,254.62,15.14,494.1
126,41,4,1,25.73,1.23,24.5
127,41,7,3,78.42,1.18,234.08
128,41,14,1,153.82,12.57,141.25
129,41,17,3,193.22,22.95,556.71
130,41,6,2,254.62,1.66,507.58
131,42,17,3,193.22,31.07,548.59
132,42,38,1,462.4,39.32,423.08
133,43,5,1,42.43,6.73,35.7
134,43,4,3,25.73,3.85,73.34
135,44,20,3,128.03,12.64,371.45
136,44,26,1,231.23,27.66,203.57
137,44,18,2,168.84,24.8,312.88
138,44,33,3,57.5,2.88,169.62
139,45,37,2,99.91,10.37,189.45
140,45,3,2,386.47,70.81,702.13
141,45,12,1,431.78,86.09,345.69
142,46,23,3,437.49,9.15,1303.32
143,46,27,1,175.66,11.59,164.07
144,46,22,3,333.28,33.03,966.81
145,46,21,3,248.14,46.91,697.51
146,47,21,2,248.14,16.04,480.24
147,48,30,2,126.62,15.77,237.47
148,48,27,2,175.66,21.97,329.35
149,48,4,1,25.73,1.05,24.68
150,48,13,3,443.55,11.62,1319.03
151,48,34,2,211.44,18.53,404.35
152,49,16,3,457.19,37.31,1334.26
153,49,11,1,196.99,39.09,157.9
154,49,20,1,128.03,11.82,116.21
155,49,36,1,103.88,13.46,90.42
156,49,1,1,367.27,36.61,330.66
157,50,31,1,74.83,5.74,69.09
158,50,16,3,457.19,46.47,1325.1
159,50,30,1,126.62,21.88,104.74
160,50,36,2,103.88,16.05,191.71
161,51,20,1,128.03,11.43,116.6
162,51,38,2,462.4,31.92,892.88
163,51,32,3,241.76,36.89,688.39
164,52,37,1,99.91,17.1,82.81
165,52,25,2,497.62,4.34,990.9
166,53,32,1,241.76,24.29,217.47
167,53,3,3,386.47,25.66,1133.75
168,54,27,1,175.66,16.49,159.17
169,54,10,2,317.45,21.5,613.4
170,55,25,3,497.62,6.81,1486.05
171,55,21,3,248.14,33.97,710.45
172,55,32,2,241.76,48.23,435.29
173,55,35,3,207.28,3.75,618.09
174,55,3,1,386.47,58.77,327.7
175,56,20,1,128.03,8.31,119.72
176,56,2,1,142.27,8.35,133.92
177,57,37,3,99.91,17.4,282.33
178,57,12,3,431.78,58.99,1236.35
179,57,11,2,196.99,35.96,358.02
180,57,6,1,254.62,11.82,242.8
181,58,30,2,126.62,17.16,236.08
182,59,28,2,44.79,1.78,87.8
183,59,17,2,193.22,32.98,353.46
184,59,30,1,126.62,6.01,120.61
185,60,2,1,142.27,16.1,126.17
186,60,26,3,231.23,35.99,657.7
187,60,18,1,168.84,30.75,138.09
188,61,23,3,437.49,8.5,1303.97
189,61,15,3,477.37,61.71,1370.4
190,61,13,2,443.55,69.96,817.14
191,61,17,1,193.22,22.4,170.82
192,61,9,3,251.82,6.62,748.84
193,62,12,2,431.78,45.84,817.72
194,62,13,2,443.55,73.67,813.43
195,62,9,2,251.82,46.04,457.6
196,62,35,2,207.28,40.1,374.46
197,63,5,3,42.43,3.1,124.19
198,63,10,2,317.45,0.88,634.02
199,63,15,3,477.37,11.8,1420.31
200,63,26,2,231.23,31.12,431.34
201,64,31,3,74.83,13.23,211.26
202,64,2,3,142.27,9.33,417.48
203,65,20,1,128.03,24.23,103.8
204,65,27,2,175.66,34.99,316.33
205,65,8,1,205.71,4,201.71
206,65,9,3,251.82,6.83,748.63
207,66,27,2,175.66,21.63,329.69
208,66,7,2,78.42,0.51,156.33
209,67,24,3,380.08,27.92,1112.32
210,67,7,3,78.42,5.63,229.63
211,68,6,1,254.62,40.07,214.55
212,68,14,1,153.82,30.42,123.4
213,68,39,3,329.55,13.53,975.12
214,68,2,3,142.27,5.89,420.92
215,69,39,2,329.55,56.58,602.52
216,69,1,1,367.27,72.54,294.73
217,70,9,1,251.82,18.04,233.78
218,71,17,1,193.22,28.66,164.56
219,71,4,3,25.73,0.58,76.61
220,72,38,3,462.4,4.01,1383.19
221,72,7,3,78.42,8.18,227.08
222,72,29,2,453.66,58.37,848.95
223,72,33,1,57.5,0.7,56.8
224,72,15,2,477.37,80.89,873.85
225,73,5,1,42.43,0.56,41.87
226,73,6,2,254.62,31.79,477.45
227,73,21,3,248.14,27.21,717.21
228,73,39,2,329.55,25.11,633.99
229,74,28,2,44.79,4.05,85.53
230,74,7,1,78.42,6.49,71.93
231,74,8,2,205.71,16.4,395.02
232,74,36,3,103.88,1.98,309.66
233,74,14,2,153.82,9.61,298.03
234,75,5,3,42.43,6.27,121.02
235,75,6,1,254.62,28.33,226.29
236,75,28,3,44.79,8.57,125.8
237,75,7,3,78.42,5.17,230.09
238,76,4,2,25.73,0.53,50.93
239,76,19,3,440.57,18.75,1302.96
240,76,39,3,329.55,31.78,956.87
241,76,20,1,128.03,8.97,119.06
242,77,15,3,477.37,79.19,1352.92
243,77,28,2,44.79,0.26,89.32
244,77,36,2,103.88,14.6,193.16
245,77,2,2,142.27,26.22,258.32
246,77,39,2,329.55,0.4,658.7
247,78,2,3,142.27,15.09,411.72
248,78,6,2,254.62,21.38,487.86
249,79,37,1,99.91,3.11,96.8
250,79,39,3,329.55,3.28,985.37
251,79,6,1,254.62,13.86,240.76
252,80,27,1,175.66,12.13,163.53
253,80,18,1,168.84,9.56,159.28
254,80,14,3,153.82,18.25,443.21
255,80,33,3,57.5,7.67,164.83
256,81,20,1,128.03,19.57,108.46
257,81,14,2,153.82,10.09,297.55
258,82,35,3,207.28,33.42,588.42
259,82,15,1,477.37,37.91,439.46
260,82,33,3,57.5,0.49,172.01
261,82,36,1,103.88,9.55,94.33
262,83,37,1,99.91,8.09,91.82
263,83,26,2,231.23,7.95,454.51
264,83,27,3,175.66,16.16,510.82
265,83,19,3,440.57,81.04,1240.67
266,84,38,2,462.4,80.51,844.29
267,84,26,3,231.23,15.7,677.99
268,84,34,2,211.44,32.95,389.93
269,84,6,1,254.62,26,228.62
270,85,16,1,457.19,23.41,433.78
271,85,7,1,78.42,9.45,68.97
272,86,30,3,126.62,23.4,356.46
273,86,37,3,99.91,12.85,286.88
274,86,38,3,462.4,29.89,1357.31
275,86,29,3,453.66,28.68,1332.3
276,87,18,2,168.84,17.13,320.55
277,87,38,2,462.4,42.7,882.1
278,87,4,1,25.73,0.29,25.44
279,88,39,3,329.55,25.34,963.31
280,89,13,1,443.55,84.96,358.59
281,89,21,2,248.14,5.14,491.14
282,89,39,2,329.55,64.75,594.35
283,89,31,1,74.83,7.55,67.28
284,89,33,1,57.5,0.45,57.05
285,90,11,2,196.99,26.75,367.23
286,90,24,1,380.08,59.99,320.09
287,90,19,3,440.57,29.49,1292.22
288,90,25,2,497.62,9.41,985.83
289,90,27,3,175.66,13.58,513.4
290,91,38,3,462.4,13.08,1374.12
291,92,6,1,254.62,34.13,220.49
292,92,20,3,128.03,25.53,358.56
293,92,36,3,103.88,1.94,309.7
294,92,25,3,497.62,42.14,1450.72
295,92,22,2,333.28,1.22,665.34
296,93,15,1,477.37,7.37,470
297,93,9,1,251.82,25.57,226.25
298,94,9,1,251.82,8.17,243.65
299,94,39,3,329.55,50.82,937.83
300,94,25,1,497.62,71.78,425.84
301,95,19,2,440.57,85.08,796.06
302,95,29,2,453.66,82.02,825.3
303,95,15,1,477.37,35.12,442.25
304,95,35,3,207.28,40.81,581.03
305,95,16,2,457.19,70.36,844.02
306,96,39,2,329.55,3.44,655.66
307,96,9,2,251.82,44.02,459.62
308,97,11,2,196.99,17.7,376.28
309,98,29,1,453.66,37.64,416.02
310,98,23,2,437.49,43.92,831.06
311,99,2,1,142.27,23.88,118.39
312,99,21,3,248.14,16.64,727.78
313,100,9,1,251.82,0.96,250.86
314,100,31,1,74.83,12.5,62.33
315,100,29,3,453.66,85.31,1275.67
316,100,1,3,367.27,38.77,1063.04
317,101,8,2,205.71,26.29,385.13
318,101,4,3,25.73,2.35,74.84
319,101,16,1,457.19,76.51,380.68
320,102,37,1,99.91,12.29,87.62
321,102,16,1,457.19,52.18,405.01
322,102,10,1,317.45,42.18,275.27
323,102,19,1,440.57,46.13,394.44
324,102,28,2,44.79,0.61,88.97
325,103,3,3,386.47,1.26,1158.15
326,103,25,1,497.62,34.32,463.3
327,103,24,3,380.08,49.95,1090.29
328,103,17,1,193.22,29.81,163.41
329,104,23,3,437.49,29.62,1282.85
330,105,12,1,431.78,25.34,406.44
331,105,9,1,251.82,39.84,211.98
332,105,5,1,42.43,2.68,39.75
333,105,30,2,126.62,13.05,240.19
334,106,19,1,440.57,76.29,364.28
335,106,23,2,437.49,23.91,851.07
336,107,25,3,497.62,49.52,1443.34
337,107,22,3,333.28,17.78,982.06
338,107,12,1,431.78,62.79,368.99
339,107,32,1,241.76,20.82,220.94
340,108,6,2,254.62,33.66,475.58
341,109,23,2,437.49,55.95,819.03
342,109,29,1,453.66,6.81,446.85
343,109,3,3,386.47,31.4,1128.01
344,109,28,3,44.79,7.18,127.19
345,110,5,3,42.43,3.11,124.18
346,110,16,2,457.19,86.82,827.56
347,111,29,1,453.66,48.04,405.62
348,111,5,2,42.43,2.67,82.19
349,111,37,2,99.91,4.99,194.83
350,112,25,1,497.62,99.16,398.46
351,112,36,2,103.88,14.42,193.34
352,112,8,2,205.71,8.24,403.18
353,112,17,1,193.22,32.96,160.26
354,112,29,2,453.66,15.67,891.65
355,113,23,3,437.49,25.41,1287.06
356,113,5,2,42.43,7.22,77.64
357,113,36,3,103.88,14.74,296.9
358,114,15,2,477.37,2.51,952.23
359,114,8,3,205.71,23.54,593.59
360,114,13,2,443.55,71.29,815.81
361,114,9,3,251.82,6.54,748.92
362,114,16,1,457.19,6.01,451.18
363,115,27,2,175.66,22.57,328.75
364,115,37,2,99.91,9.31,190.51
365,115,5,3,42.43,2.92,124.37
366,115,9,3,251.82,32.22,723.24
367,116,4,1,25.73,0.83,24.9
368,116,8,3,205.71,9.28,607.85
369,116,34,3,211.44,37.84,596.48
370,116,10,1,317.45,15.91,301.54
371,116,20,3,128.03,24.49,359.6
372,117,6,1,254.62,33.55,221.07
373,117,33,3,57.5,10.37,162.13
374,117,11,2,196.99,33.19,360.79
375,117,38,3,462.4,3.81,1383.39
376,117,10,1,317.45,5.16,312.29
377,118,2,3,142.27,27.22,399.59
378,118,32,2,241.76,11.84,471.68
379,118,35,3,207.28,16.83,605.01
380,118,19,2,440.57,6.43,874.71
381,119,30,1,126.62,7.92,118.7
382,119,14,3,153.82,9.82,451.64
383,119,22,2,333.28,65.01,601.55
384,119,39,1,329.55,50.14,279.41
385,120,30,2,126.62,11.39,241.85
386,120,8,1,205.71,3.98,201.73
387,121,21,3,248.14,15.52,728.9
388,121,37,1,99.91,9.96,89.95
389,122,6,2,254.62,25.74,483.5
390,123,19,2,440.57,52.65,828.49
391,124,1,3,367.27,26.87,1074.94
392,124,7,2,78.42,5.74,151.1
393,124,28,2,44.79,0.46,89.12
394,124,9,3,251.82,9.8,745.66
395,124,17,3,193.22,11.15,568.51
396,125,8,2,205.71,15.35,396.07
397,125,9,2,251.82,28.09,475.55
398,125,7,2,78.42,11.84,145
399,126,3,1,386.47,10.59,375.88
400,127,33,3,57.5,8.5,164
401,127,9,2,251.82,29.9,473.74
402,127,21,3,248.14,41.11,703.31
403,127,11,3,196.99,19.3,571.67
404,127,26,3,231.23,13.86,679.83
405,128,27,3,175.66,10.81,516.17
406,129,38,2,462.4,15.77,909.03
407,130,3,3,386.47,8.49,1150.92
408,130,37,1,99.91,8.81,91.1
409,131,27,3,175.66,32.34,494.64
410,131,33,3,57.5,8.37,164.13
411,132,31,2,74.83,14.32,135.34
412,132,34,2,211.44,38.57,384.31
413,132,25,2,497.62,54.37,940.87
414,133,36,2,103.88,16.02,191.74
415,133,20,3,128.03,5.31,378.78
416,133,15,3,477.37,46.69,1385.42
417,134,37,3,99.91,10.85,288.88
418,135,19,3,440.57,6.96,1314.75
419,136,14,3,153.82,21.42,440.04
420,136,13,1,443.55,9.69,433.86
421,136,35,3,207.28,24.33,597.51
422,136,18,1,168.84,1.71,167.13
423,137,4,2,25.73,1.7,49.76
424,137,7,2,78.42,1.58,155.26
425,138,31,2,74.83,9.67,139.99
426,138,13,1,443.55,57.87,385.68
427,138,19,1,440.57,47.15,393.42
428,138,21,3,248.14,42.2,702.22
429,139,32,1,241.76,14.43,227.33
430,139,12,3,431.78,9.27,1286.07
431,139,19,2,440.57,25.07,856.07
432,139,3,3,386.47,41.99,1117.42
433,140,8,1,205.71,30.08,175.63
434,140,22,3,333.28,17.15,982.69
435,141,13,2,443.55,7.69,879.41
436,141,12,3,431.78,8.24,1287.1
437,141,26,1,231.23,22.08,209.15
438,141,28,1,44.79,0.06,44.73
439,141,33,2,57.5,2.71,112.29
440,142,37,1,99.91,13.34,86.57
441,142,1,2,367.27,22.54,712
442,142,17,2,193.22,26.51,359.93
443,142,24,3,380.08,58.52,1081.72
444,142,16,3,457.19,10.74,1360.83
445,143,31,2,74.83,11.19,138.47
446,143,10,3,317.45,23.72,928.63
447,144,16,1,457.19,48.05,409.14
448,144,39,3,329.55,46.39,942.26
449,145,10,1,317.45,43.19,274.26
450,145,11,3,196.99,22.97,568
451,145,21,1,248.14,44.61,203.53
452,145,34,2,211.44,34.2,388.68
453,145,29,2,453.66,11.97,895.35
454,146,20,1,128.03,19.1,108.93
455,146,2,3,142.27,2.08,424.73
456,146,26,2,231.23,15.93,446.53
457,146,17,1,193.22,20.91,172.31
458,147,27,3,175.66,34.37,492.61
459,147,12,3,431.78,83.23,1212.11
460,147,9,2,251.82,50,453.64
461,148,35,1,207.28,27.09,180.19
462,149,15,1,477.37,93.42,383.95
463,149,1,2,367.27,49.47,685.07
464,150,30,1,126.62,6.98,119.64
465,150,23,3,437.49,66.98,1245.49
466,151,5,3,42.43,0.28,127.01
467,151,7,3,78.42,10.54,224.72
468,152,26,2,231.23,10.84,451.62
469,153,19,3,440.57,72.11,1249.6
470,153,15,1,477.37,28.81,448.56
471,153,37,1,99.91,19.7,80.21
472,153,21,3,248.14,10.97,733.45
473,153,39,2,329.55,18.14,640.96
474,154,36,3,103.88,13.95,297.69
475,154,32,3,241.76,15.41,709.87
476,154,4,2,25.73,2.1,49.36
477,154,23,2,437.49,32.94,842.04
478,155,20,2,128.03,23.42,232.64
479,155,10,3,317.45,26.2,926.15
480,156,17,2,193.22,24.99,361.45
481,156,14,2,153.82,26.06,281.58
482,157,25,1,497.62,18.73,478.89
483,157,39,3,329.55,47.74,940.91
484,157,3,3,386.47,16.77,1142.64
485,158,13,3,443.55,88.67,1241.98
486,158,8,2,205.71,37.62,373.8
487,159,21,3,248.14,17.83,726.59
488,159,19,2,440.57,31.69,849.45
489,159,25,2,497.62,46.38,948.86
490,159,30,3,126.62,11.89,367.97
491,159,35,2,207.28,37.9,376.66
492,160,15,3,477.37,55.29,1376.82
493,160,10,2,317.45,18.74,616.16
494,160,2,1,142.27,9.39,132.88
495,160,17,2,193.22,22.02,364.42
496,160,36,1,103.88,10.37,93.51
497,161,32,1,241.76,6.77,234.99
498,161,30,3,126.62,12.37,367.49
499,161,11,3,196.99,39.02,551.95
500,161,23,1,437.49,45.84,391.65
501,162,1,2,367.27,10.1,724.44
502,163,33,2,57.5,0.7,114.3
503,163,30,3,126.62,16.88,362.98
504,164,35,3,207.28,17.05,604.79
505,165,2,1,142.27,3.05,139.22
506,165,33,1,57.5,6.03,51.47
507,165,28,1,44.79,1.72,43.07
508,166,6,3,254.62,12.39,751.47
509,166,24,3,380.08,17.17,1123.07
510,166,26,3,231.23,38.29,655.4
511,166,30,1,126.62,16.56,110.06
512,167,25,3,497.62,0.94,1491.92
513,167,36,1,103.88,1.72,102.16
514,167,31,2,74.83,9.65,140.01
515,167,4,2,25.73,2.91,48.55
516,168,31,3,74.83,9.85,214.64
517,168,18,1,168.84,31.36,137.48
518,168,3,2,386.47,1.21,771.73
519,168,5,1,42.43,4.98,37.45
520,168,35,3,207.28,34.03,587.81
521,169,16,2,457.19,69.09,845.29
522,169,37,1,99.91,15.8,84.11
523,169,25,3,497.62,72.07,1420.79
524,169,35,3,207.28,30.9,590.94
525,169,22,2,333.28,3.58,662.98
526,170,39,2,329.55,32.34,626.76
527,170,26,2,231.23,25.58,436.88
528,170,21,2,248.14,21.43,474.85
529,170,2,3,142.27,16.67,410.14
530,170,18,2,168.84,2.89,334.79
531,171,6,2,254.62,7.85,501.39
532,172,6,1,254.62,48.02,206.6
533,173,6,2,254.62,22.86,486.38
534,173,12,3,431.78,44.25,1251.09
535,174,6,2,254.62,21.07,488.17
536,174,39,1,329.55,47.77,281.78
537,174,21,3,248.14,44.92,699.5
538,174,25,1,497.62,56.92,440.7
539,174,1,1,367.27,50.34,316.93
540,175,32,1,241.76,21.02,220.74
541,175,10,2,317.45,19.03,615.87
542,175,5,1,42.43,3.06,39.37
543,176,13,1,443.55,84.17,359.38
544,176,30,2,126.62,21.31,231.93
545,176,7,2,78.42,12.61,144.23
546,176,9,2,251.82,22.17,481.47
547,176,20,2,128.03,20.88,235.18
548,177,31,1,74.83,14.44,60.39
549,177,21,2,248.14,14.46,481.82
550,178,21,2,248.14,40.52,455.76
551,178,25,2,497.62,36.33,958.91
552,179,12,2,431.78,68.88,794.68
553,179,36,3,103.88,1.44,310.2
554,179,2,2,142.27,19.15,265.39
555,179,30,1,126.62,16.04,110.58
556,179,14,1,153.82,7.77,146.05
557,180,29,3,453.66,43.48,1317.5
558,181,24,3,380.08,68.07,1072.17
559,182,23,3,437.49,53.61,1258.86
560,182,11,3,196.99,38.75,552.22
561,183,7,3,78.42,11.71,223.55
562,183,1,3,367.27,42.64,1059.17
563,183,17,3,193.22,8.54,571.12
564,183,15,2,477.37,37.34,917.4
565,184,31,1,74.83,4.42,70.41
566,185,23,2,437.49,39.84,835.14
567,185,20,1,128.03,13.34,114.69
568,186,21,3,248.14,5.71,738.71
569,186,5,2,42.43,5.5,79.36
570,186,20,3,128.03,20.49,363.6
571,186,3,3,386.47,18.85,1140.56
572,187,28,1,44.79,5.74,39.05
573,187,30,2,126.62,10.02,243.22
574,187,15,3,477.37,58.63,1373.48
575,187,26,1,231.23,20.79,210.44
576,187,12,2,431.78,33.58,829.98
577,188,35,1,207.28,15.16,192.12
578,189,34,3,211.44,16.6,617.72
579,189,21,1,248.14,17.27,230.87
580,189,39,2,329.55,40.69,618.41
581,189,25,3,497.62,70.26,1422.6
582,190,21,1,248.14,15.16,232.98
583,190,8,1,205.71,15.36,190.35
584,191,9,2,251.82,32.01,471.63
585,191,37,3,99.91,18.37,281.36
586,191,25,1,497.62,55.23,442.39
587,191,28,2,44.79,2.59,86.99
588,191,12,1,431.78,27.17,404.61
589,192,9,3,251.82,32.89,722.57
590,192,13,2,443.55,60.74,826.36
591,192,25,2,497.62,70.68,924.56
592,192,36,2,103.88,10.15,197.61
593,193,3,3,386.47,22.31,1137.1
594,193,18,2,168.84,19.1,318.58
595,193,15,2,477.37,52.48,902.26
596,194,24,2,380.08,7.79,752.37
597,194,35,3,207.28,31.15,590.69
598,194,3,2,386.47,67.62,705.32
599,194,29,1,453.66,40.81,412.85
600,194,14,2,153.82,26.52,281.12
601,195,23,1,437.49,70.47,367.02
602,195,28,3,44.79,3.14,131.23
603,195,11,2,196.99,23.51,370.47
604,195,9,1,251.82,16.3,235.52
605,195,14,3,153.82,9,452.46
606,196,4,1,25.73,3.66,22.07
607,196,18,1,168.84,25.71,143.13
608,196,9,3,251.82,19.78,735.68
609,196,16,1,457.19,52.8,404.39
610,197,5,3,42.43,2.36,124.93
611,197,6,2,254.62,23.15,486.09
612,197,26,2,231.23,15.14,447.32
613,197,33,1,57.5,9.99,47.51
614,198,26,2,231.23,38.31,424.15
615,198,14,2,153.82,16.84,290.8
616,198,28,1,44.79,5.07,39.72
617,198,32,2,241.76,38.12,445.4
618,198,18,3,168.84,25.74,480.78
619,199,11,2,196.99,17.99,375.99
620,200,11,3,196.99,14.2,576.77
621,200,18,1,168.84,12.56,156.28
622,200,6,3,254.62,8.43,755.43
623,201,7,1,78.42,3.35,75.07
624,202,1,3,367.27,9.71,1092.1
625,202,22,1,333.28,15.26,318.02
626,202,8,1,205.71,30.07,175.64
627,202,28,1,44.79,0.92,43.87
628,203,10,3,317.45,35.76,916.59
629,203,5,3,42.43,5.52,121.77
630,204,27,1,175.66,3.05,172.61
631,204,29,1,453.66,12.7,440.96
632,205,21,3,248.14,4.18,740.24
633,205,9,3,251.82,30.27,725.19
634,205,16,3,457.19,55.56,1316.01
635,205,18,3,168.84,0.91,505.61
636,206,39,3,329.55,3.6,985.05
637,206,33,1,57.5,5.69,51.81
638,206,13,1,443.55,21.39,422.16
639,206,26,3,231.23,27.47,666.22
640,206,19,3,440.57,78.31,1243.4
641,207,27,1,175.66,0.59,175.07
642,207,24,1,380.08,1.05,379.03
643,207,35,1,207.28,1.65,205.63
644,207,12,1,431.78,81.92,349.86
645,207,31,2,74.83,7.58,142.08
646,208,6,1,254.62,15.78,238.84
647,208,35,3,207.28,38.18,583.66
648,208,10,1,317.45,34.06,283.39
649,208,18,2,168.84,19.8,317.88
650,209,6,1,254.62,23.09,231.53
651,209,28,3,44.79,0.49,133.88
652,210,9,3,251.82,0.57,754.89
653,211,9,1,251.82,16.87,234.95
654,211,18,2,168.84,9.18,328.5
655,211,8,1,205.71,10.82,194.89
656,212,33,3,57.5,1.92,170.58
657,212,24,1,380.08,19.39,360.69
658,212,4,1,25.73,4.6,21.13
659,212,32,3,241.76,34.95,690.33
660,213,16,1,457.19,43.14,414.05
661,214,27,1,175.66,20.08,155.58
662,214,15,1,477.37,47.93,429.44
663,214,21,1,248.14,8.9,239.24
664,214,16,3,457.19,89.74,1281.83
665,214,18,2,168.84,2.33,335.35
666,215,6,1,254.62,18.79,235.83
667,215,36,2,103.88,11.71,196.05
668,215,30,2,126.62,18.73,234.51
669,216,13,1,443.55,82.71,360.84
670,216,35,1,207.28,9.66,197.62
671,216,16,2,457.19,58.15,856.23
672,216,10,3,317.45,55.69,896.66
673,217,7,1,78.42,6.58,71.84
674,217,14,1,153.82,29.92,123.9
675,217,34,1,211.44,30.09,181.35
676,218,24,1,380.08,38.42,341.66
677,218,30,3,126.62,20.76,359.1
678,218,6,1,254.62,30.14,224.48
679,218,38,1,462.4,40.23,422.17
680,219,21,1,248.14,46.83,201.31
681,219,29,1,453.66,70.77,382.89
682,219,18,3,168.84,3.68,502.84
683,219,15,1,477.37,15.69,461.68
684,220,14,2,153.82,8.15,299.49
685,220,29,1,453.66,8.2,445.46
686,220,20,3,128.03,7.79,376.3
687,221,10,2,317.45,25.16,609.74
688,221,6,1,254.62,34.48,220.14
689,221,16,2,457.19,74.99,839.39
690,222,36,1,103.88,0.25,103.63
691,222,16,1,457.19,11.95,445.24
692,222,7,2,78.42,5.84,151
693,222,30,3,126.62,23.74,356.12
